business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
J Burber,Mete Yazgic,Too expensive; I can cook better. Also; ambiance of the restaurant is old.,1,0.03,0.47,en,13,0,0,False,0,0,0,0,0,"The review has a very low sentiment score (-0.03) and a relatively short length (13), but the criticism is specific (""Too expensive; I can cook better. Also; ambiance of the restaurant is old."") and doesn’t exhibit extreme emotional language, caps, or exclamation marks. It doesn’t show any obvious indicators of inauthenticity or a promotional attempt."
Guzel Koy Cafe,Amede Erard,The restaurant is well located and above all it is nicely decorated and clean.,4,0.32,0.6,en,14,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic positive language (""well located,"" ""nicely decorated,"" ""clean""). While the sentiment is positive (0.32), it lacks specific details that would make it a genuine, informative review. There are no indicators of inauthenticity like URLs or overly strong, promotional language. Therefore, it's unlikely to be a fake review."
Baruthane Pilavcisi,Orhan Keles,The most delicious rice I have ever eaten. The ambiance of the environment is terrific; its desserts were amazing too.,5,0.53,0.85,en,20,0,0,False,0,0,0,0,0,"The review is a strongly positive testimonial regarding the food and ambiance. The sentiment score of 0.53 indicates a genuinely positive opinion. The review text contains descriptive details (""delicious rice,"" ""terrific ambiance,"" ""amazing desserts"") suggesting a real experience. There's no evidence of inauthenticity, irrelevant content, advertisement language, or a rant."
Anzelha,Papatya Kirca,Very bad customer satisfaction. The prices are so insane.,1,-0.95,0.93,en,9,0,0,False,1,0,0,1,0,"The review has a very negative sentiment (-0.95) and a high subjectivity rating (0.93), suggesting an overly emotional and potentially unrepresentative critique. The phrase ""prices are so insane"" is a generic complaint and doesn't offer specific details. Given the negative sentiment and subjective language, it leans towards a rant rather than a factual review."
Mcdonalds Fethiye,Serdar Yıldız,There was a hair in the fries; disgusting.,1,-1.0,1.0,en,8,0,0,False,0,0,0,1,0,"The review has a sentiment of -1.0, indicating a strongly negative opinion. Coupled with the review text ""There was a hair in the fries; disgusting,"" and a 1-star rating, it reads as an overly critical rant, potentially expressing frustration or anger rather than a balanced assessment of the McDonald's experience.  The strong negative sentiment and short, emotive text strongly suggest an emotional response rather than a factual, objective review."
Gulcimen Aspava,Berna Kilic,Even though it was overcrowded; our orders came very quickly. Except for the künefe; all the treats were delicious. The künefe tasted oily. I recommend you to go to a very clean and relevant place.,5,0.58,0.86,en,35,0,0,False,0,0,0,0,0,"The review is relatively detailed, mentioning specific dishes (""künefe"") and describing the experience (""orders came very quickly""). The sentiment score of 0.58 indicates a balanced opinion, and the subjectivity score of 0.86 suggests it’s a genuine personal experience rather than a generic promotional statement. The review does not contain any features indicative of an advertisement (e.g., URLs, promotional language) or a rant (e.g., excessive capitalization, exclamation marks). It is a standard, believable review."
Cafe Inn,Zafer Togay,It's a very delicious; beautiful small business; but the appointment is a bit difficult to find; the pizzas are great Cafe Inn pizza and a wonderful 4 cheese and brownie as dessert. Thank you for your good wishes.,5,0.51,0.82,en,38,0,0,False,0,0,0,0,0,"The review is overwhelmingly positive with a sentiment of 0.51, suggesting a genuine experience. While somewhat verbose, it contains specific details about the food (pizza and dessert) and doesn't exhibit characteristics of an inauthentic review like overly generic praise or promotional language. The review length is also reasonable. There are no indicators of an advertisement (no URL, capitalized words, or overtly promotional language)."
Fethiye Dondurmacisi,Burak Aydogdu,Their prices are very reasonable and their ice creams are delicious. There is not only ice cream but also dessert sales inside. There are many options for ice cream; which is a very nice detail.,5,0.51,0.86,en,35,0,0,False,0,0,0,0,0,"The review is a positive and detailed account of a business experience. The sentiment score of 0.51 indicates a generally positive feeling, and the review text provides specific details about the ice cream, prices, and variety available. There are no indicators of inauthenticity, irrelevant content, advertisements, or rants. The review length (35) is also reasonable and does not raise suspicion."
Midpoint,Tunc Tuncer,Due to the crowd; my order came late; there is no problem other than that.,4,-0.18,0.45,en,15,0,0,False,0,0,0,0,0,"The review is relatively short and expresses a minor complaint (""Due to the crowd; my order came late; there is no problem other than that.""). The sentiment is slightly negative (-0.18) but not overly strong, and the subjectivity score (0.45) indicates it's a personal opinion rather than a heavily embellished statement. There are no indicators of inauthenticity like overly promotional language, URLs, or excessive capitalization."
My Friends Burger,Ilknur Guntepe,The hamburger bread was very nice. I didn't like his meatballs very much.Orders are coming out very quickly; and the working friends are very kind; thank you.,4,0.55,0.74,en,27,0,0,False,0,0,0,0,0,"The review is relatively short and expresses a moderately positive opinion with specific details (nice bread, disliked meatballs). The sentiment is 0.55, indicating a balanced opinion rather than an extreme one. There are no strong indicators of inauthenticity, advertisement, or a rant. The review text is consistent with a genuine customer's feedback."
Mcdonalds Fethiye,Serafettin Ozturk,The potatoes were almost dead and tasteless.,2,-0.4,0.65,en,7,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the potatoes (""almost dead and tasteless"") which is a specific detail. The sentiment score (-0.4) indicates a negative feeling, but the review doesn't exhibit strong indicators of inauthenticity, deception, or an advertisement. The review is relatively short, but the focus on a specific aspect of the food (potatoes) suggests a genuine, albeit critical, feedback. It does not contain URLs or overly hyperbolic language, and the rating of 2 suggests a genuine negative experience."
Koco Restaurant,Arman Senci,Be sure to ask for all prices in advance. You'd definitely get charged triple the price and these guys will try to scam you in all possible ways. Including overcharging the market price; charging you for double the weight of the fish & serving you a half the fillet and all the bones to charge you for all that.,1,0.07,0.51,en,59,0,0,False,1,0,0,1,0,"This review exhibits several characteristics indicative of a rant. The sentiment is very negative (-0.07) and the review contains extremely strong, accusatory language (""try to scam you in all possible ways,"" ""overcharging the market price,"" ""charging you for double the weight""). The length of the review (59) is relatively short, further emphasizing a focused, emotional expression. The high subjectivity (0.51) indicates a personal and potentially biased perspective. The use of accusatory language and extreme claims strongly suggest an angry, potentially exaggerated reaction rather than an objective assessment of the restaurant's quality."
Inegol Restaurant,Huseyin Demirel,Delicious food; but their toilets are filthy. That's why I'm deducting points.,2,0.1,1.0,en,12,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the toilets while also acknowledging ""delicious food."" The sentiment is relatively low (-0.1) but grounded in a specific complaint rather than an emotional outburst. There are no strong indicators of inauthenticity, advertising, or a rant. The review length and use of exclamation marks are within acceptable ranges."
Ege Vera,Fuat Kaynak,Covered doner kebab pita is also really delicious in lahmacun with cubed cheddar... The attention and care of the employees is extraordinary.,5,0.67,1.0,en,22,0,0,False,0,0,0,0,0,"The review has a high sentiment score (0.67), indicating a positive experience. The review text is relatively detailed, mentioning specific dishes (""covered doner kebab pita,"" ""lahmacun"") and staff (""attention and care""). The review length is also reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or ranting."
